geo_code,geo,time,poblacion
EL,Greece,1997,10629267
ES,Spain,1997,39971329
FI,Finland,1997,5132320
FR,France,1997,58116018
HR,Croatia,1997,4533028
HU,Hungary,1997,10301247
IE,Ireland,1997,3654955
IS,Iceland,1997,269874
IT,Italy,1997,56876364
LI,LI Liechtenstein,1997,31143
LT,Lithuania,1997,3588013
LU,LU Luxembourg,1997,416850
LV,Latvia,1997,2444912
MK,North Macedonia,1997,1991398
MT,MT Malta,1997,381405
NL,Netherlands,1997,15567107
NO,Norway,1997,4392714
PL,Poland,1997,38639341
PT,Portugal,1997,10084196
RO,Romania,1997,22581862
SE,Sweden,1997,8844499
SI,Slovenia,1997,1986989
SK,Slovakia,1997,5378932
TR,Türkiye,1997,63484661
UK,United Kingdom,1997,58239312
AL,Albania,1996,3283000
AT,Austria,1996,7953067
BE,Belgium,1996,10143047
BG,Bulgaria,1996,8384715
CH,Switzerland,1996,7062354
CY,Cyprus,1996,656333
CZ,Czechia,1996,10321344
DE,Germany (until 1990 former territory of the FRG),1996,81817499
DK,Denmark,1996,5251027
EE,Estonia,1996,1425192
EL,Greece,1996,10588332
ES,Spain,1996,39808374
FI,Finland,1996,5116826
FR,France,1996,57935959
HR,Croatia,1996,4581167
HU,Hungary,1996,10321229
IE,Ireland,1996,3620065
IS,Iceland,1996,267958
IT,Italy,1996,56844197
LI,LI Liechtenstein,1996,30923
LT,Lithuania,1996,3615212
LU,LU Luxembourg,1996,411600
LV,Latvia,1996,2469531
MK,North Macedonia,1996,1971687
MT,MT Malta,1996,378404
NL,Netherlands,1996,15493889
NO,Norway,1996,4369957
PL,Poland,1996,38609399
PT,Portugal,1996,10043693
RO,Romania,1996,22656145
SE,Sweden,1996,8837496
SI,Slovenia,1996,1990266
SK,Slovakia,1996,5367790
TR,Türkiye,1996,62337617
UK,United Kingdom,1996,58094587
AL,Albania,1995,3248836
AT,Austria,1995,7943489
BE,Belgium,1995,10130574
BG,Bulgaria,1995,8427418
CH,Switzerland,1995,7019019
CY,Cyprus,1995,645399
CZ,Czechia,1995,10333161
DE,Germany (until 1990 former territory of the FRG),1995,81538603
DK,Denmark,1995,5215718
EE,Estonia,1995,1448075
EL,Greece,1995,10535973
ES,Spain,1995,39639726
FI,Finland,1995,5098754
FR,France,1995,57752535
HR,Croatia,1995,4658893
HU,Hungary,1995,10336700
IE,Ireland,1995,3597617
IS,Iceland,1995,266978
IT,Italy,1995,56844408
LI,LI Liechtenstein,1995,30629
LT,Lithuania,1995,3642991
LU,LU Luxembourg,1995,405650
LV,Latvia,1995,2500580
MK,North Macedonia,1995,1957265
MT,MT Malta,1995,376433
NL,Netherlands,1995,15424122
NO,Norway,1995,4348410
PL,Poland,1995,38580597
PT,Portugal,1995,10008659
RO,Romania,1995,22712394
SE,Sweden,1995,8816381
SI,Slovenia,1995,1989477
SK,Slovakia,1995,5356207
TR,Türkiye,1995,61203584
UK,United Kingdom,1995,57943472
AL,Albania,1994,3220310
AT,Austria,1994,7928746
BE,Belgium,1994,10100631
BG,Bulgaria,1994,8459763
CH,Switzerland,1994,6968570
CY,Cyprus,1994,632944
CZ,Czechia,1994,10334013
DE,Germany (until 1990 former territory of the FRG),1994,81338093
DK,Denmark,1994,5196642
EE,Estonia,1994,1476952
EL,Greece,1994,10489871
ES,Spain,1994,39458489
FI,Finland,1994,5077912
FR,France,1994,57565008
HR,Croatia,1994,4645155
HU,Hungary,1994,10350010
IE,Ireland,1994,3583154
IS,Iceland,1994,265064
IT,Italy,1994,56842392
LI,LI Liechtenstein,1994,30310
LT,Lithuania,1994,3671296
LU,LU Luxembourg,1994,400200
LV,Latvia,1994,2540904
MK,North Macedonia,1994,1936741
MT,MT Malta,1994,373161
NL,Netherlands,1994,15341553
NO,Norway,1994,4324815
PL,Poland,1994,38504707
PT,Portugal,1994,9974391
RO,Romania,1994,22748027
SE,Sweden,1994,8745109
SI,Slovenia,1994,1989408
SK,Slovakia,1994,5336455
TR,Türkiye,1994,60079060
UK,United Kingdom,1994,57788017
AL,Albania,1993,3167478
AT,Austria,1993,7882519
BE,Belgium,1993,10068319
BG,Bulgaria,1993,8484863
CH,Switzerland,1993,6907959
CY,Cyprus,1993,619231
CZ,Czechia,1993,10325697
DE,Germany (until 1990 former territory of the FRG),1993,80974632
DK,Denmark,1993,5180614
EE,Estonia,1993,1511303
EL,Greece,1993,10430958
ES,Spain,1993,39264034
FI,Finland,1993,5054982
FR,France,1993,57369161
HR,Croatia,1993,4555771
HU,Hungary,1993,10365035
IE,Ireland,1993,3569367
IS,Iceland,1993,262386
IT,Italy,1993,56821250
LI,LI Liechtenstein,1993,29868
LT,Lithuania,1993,3693929
LU,LU Luxembourg,1993,394750
LV,Latvia,1993,2585675
MK,North Macedonia,1993,2061000
MT,MT Malta,1993,369455
NL,Netherlands,1993,15239182
NO,Norway,1993,4299167
PL,Poland,1993,38418108
PT,Portugal,1993,9954958
RO,Romania,1993,22778533
SE,Sweden,1993,8692013
SI,Slovenia,1993,1994084
SK,Slovakia,1993,5314155
TR,Türkiye,1993,58958565
UK,United Kingdom,1993,57649210
AL,Albania,1992,3190103
AT,Austria,1992,7798899
BE,Belgium,1992,10021997
BG,Bulgaria,1992,8595465
CH,Switzerland,1992,6842768
CY,Cyprus,1992,603069
CZ,Czechia,1992,10312548
DE,Germany (until 1990 former territory of the FRG),1992,80274564
DK,Denmark,1992,5162126
EE,Estonia,1992,1554878
EL,Greece,1992,10367163
ES,Spain,1992,39051336
FI,Finland,1992,5029002
FR,France,1992,57110533
HR,Croatia,1992,4595865
HU,Hungary,1992,10373647
IE,Ireland,1992,3547492
IS,Iceland,1992,259727
IT,Italy,1992,56772923
LI,LI Liechtenstein,1992,29386
LT,Lithuania,1992,3706299
LU,LU Luxembourg,1992,389600
LV,Latvia,1992,2643000
MK,North Macedonia,1992,1908941
MT,MT Malta,1992,365781
NL,Netherlands,1992,15129150
NO,Norway,1992,4273634
PL,Poland,1992,38309226
PT,Portugal,1992,9950029
RO,Romania,1992,22810035
SE,Sweden,1992,8644120
SI,Slovenia,1992,1998912
SK,Slovakia,1992,5295877
TR,Türkiye,1992,57835076
UK,United Kingdom,1992,57511594
AL,Albania,1991,3259814
AT,Austria,1991,7710882
BE,Belgium,1991,9986975
BG,Bulgaria,1991,8669269
CH,Switzerland,1991,6757188
CY,Cyprus,1991,587141
CZ,Czechia,1991,10304607
DE,Germany (until 1990 former territory of the FRG),1991,79753227
DK,Denmark,1991,5146469
EE,Estonia,1991,1567749
EL,Greece,1991,10272691
ES,Spain,1991,38881416
FI,Finland,1991,4998478
FR,France,1991,56840661
HR,Croatia,1991,4782179
HU,Hungary,1991,10373153
IE,Ireland,1991,3520977
IS,Iceland,1991,255866
IT,Italy,1991,56744119
LI,LI Liechtenstein,1991,29032
LT,Lithuania,1991,3701968
LU,LU Luxembourg,1991,384400
LV,Latvia,1991,2658161
MK,North Macedonia,1991,1890872
MT,MT Malta,1991,361908
NL,Netherlands,1991,15010445
NO,Norway,1991,4249830
PL,Poland,1991,38183160
PT,Portugal,1991,9970441
RO,Romania,1991,23192274
SE,Sweden,1991,8590630
SI,Slovenia,1991,1999945
SK,Slovakia,1991,5310711
TR,Türkiye,1991,56714051
UK,United Kingdom,1991,57338199
AL,Albania,1990,3286500
AT,Austria,1990,7644818
BE,Belgium,1990,9947782
BG,Bulgaria,1990,8767308
CH,Switzerland,1990,6673850
CY,Cyprus,1990,572655
CZ,Czechia,1990,10362102
DE,Germany (until 1990 former territory of the FRG),1990,79112831
DK,Denmark,1990,5135409
EE,Estonia,1990,1570599
EL,Greece,1990,10120892
ES,Spain,1990,38853227
FI,Finland,1990,4974383
FR,France,1990,56577000
HR,Croatia,1990,4772556
HU,Hungary,1990,10374823
IE,Ireland,1990,3506970
IS,Iceland,1990,253785
IT,Italy,1990,56694360
LI,LI Liechtenstein,1990,28452
LT,Lithuania,1990,3693708
LU,LU Luxembourg,1990,379300
LV,Latvia,1990,2668140
MK,North Macedonia,1990,1873109
MT,MT Malta,1990,352430
NL,Netherlands,1990,14892574
NO,Norway,1990,4233116
PL,Poland,1990,38038403
PT,Portugal,1990,9995995
RO,Romania,1990,23211395
SE,Sweden,1990,8527039
SI,Slovenia,1990,1996377
SK,Slovakia,1990,5287663
TR,Türkiye,1990,55494711
UK,United Kingdom,1990,57156972
